trial,original_ns,tco_ns,method2_ns,iterative_ns
583,1083446,1515544,960116,834901
584,1197981,1204572,1234181,719024
585,974163,1060827,926336,742986
586,938082,1014363,876422,704893
587,941202,1012884,874964,682200
588,960275,1014768,902928,689664
589,992416,1032777,917018,706799
590,1032766,1025993,909787,704361
591,1088078,1031871,910532,718546
592,1123519,1110975,1080070,836583
593,1126885,1224377,1063564,688855
594,1172217,1930229,1407562,692572
595,1092179,1317796,1154393,836168
596,1065300,942523,918977,676757
597,1007623,1113968,961255,708801
598,1013895,1108184,933301,726905
599,1276242,1738565,1143989,843985
600,1150431,1163380,1121443,693839
601,1110751,1121411,1106246,750164
602,1056248,1128727,1165659,807404
603,1143701,1029838,893110,705554
604,1004982,1035844,907178,733731
605,971330,998869,873568,708855
606,985653,1052414,972181,820151
607,982873,1016057,923770,745116
608,1004013,991617,910011,716426
609,956037,989295,944642,706256
610,970520,990733,1048900,805998
611,1254688,1214136,1233762,901843
612,1086194,1002969,1023266,857797
613,1135032,1185563,1021860,776489
614,1152987,1232878,1139132,740259
615,1124073,1020487,904004,689451
616,1046291,1079890,943939,745105
617,914962,927135,879127,668472
618,1276407,1437618,1124292,823250
619,1166266,1205893,1113563,741740
620,1025727,1130485,930063,693019
621,1296397,1210142,1206393,862631
622,1136628,1080901,910714,943791
623,962086,985674,955589,719323
624,988539,998815,889681,735989
625,1001425,1097727,1138418,787117
626,1165830,4520630,1190217,845304
627,1131815,1121837,1296034,872344
628,943652,992159,1058995,769870
629,1176202,1145383,889202,681038
630,1084299,1094160,941778,707492
631,1027889,1082775,909978,700186
632,1094618,1124031,915399,713903
633,1005493,972575,900010,685692
634,1092583,1051998,998582,715021
635,942864,957688,895272,690143
636,1041233,1563019,1204018,834549
637,995600,1057515,1124138,869388
638,1163450,1146703,1086620,974844
639,1187714,1236040,1139163,924111
640,1075352,1185510,1168929,719727
641,984588,1046408,919392,731570
642,974716,1036099,905889,726916
643,1027324,1142817,1153051,812516
644,1111720,1122008,1124648,787287
645,1026483,1150325,1234026,840579
646,1098483,1285103,1193657,813048
647,1180707,1011488,1098920,694030
648,1178151,1132082,1348818,997016
649,1171422,964781,1226158,722006
650,922566,1042123,913450,714179
651,930862,1070890,1097620,793421
652,1597077,1169185,1086993,893177
